200.6,1499818835,-92
200.6,1499819462,-92
200.6,1499819853,-92
200.6,1499820480,-92
200.6,1499821106,-92
200.6,1499821734,-92
200.5,1499821846,-104
200.6,1499822362,-92
200.6,1499822989,-92
200.5,1499823126,-104
200.6,1499823618,-92
200.6,1499824246,-92
200.5,1499824407,-104
200.6,1499824874,-92
200.5,1499825047,-104
200.6,1499825502,-92
200.6,1499826130,-91
200.5,1499826328,-105
200.6,1499826759,-92
200.5,1499826969,-107
200.5,1499826969,-106
200.6,1499827387,-92
200.5,1499827609,-105
200.6,1499828015,-92
200.5,1499828250,-105
200.6,1499828643,-92
200.6,1499829272,-92
200.5,1499829531,-107
200.6,1499829900,-92
200.5,1499830171,-105
200.6,1499830528,-92
200.6,1499831156,-92
200.6,1499831785,-92
200.6,1499832413,-92
200.6,1499833041,-92
200.5,1499833372,-107
200.6,1499833669,-92
200.5,1499834012,-104
200.6,1499834297,-92
200.5,1499834651,-104
200.6,1499834924,-92
200.5,1499835290,-104
200.6,1499835552,-92
200.6,1499836179,-92
200.6,1499836807,-92
200.5,1499837208,-106
200.6,1499837434,-92
200.6,1499838061,-92
200.5,1499838484,-106
200.6,1499838687,-92
200.5,1499839121,-106
200.6,1499839313,-92
200.6,1499839939,-92
200.5,1499840394,-106
200.6,1499840565,-92
200.5,1499841031,-104
200.6,1499841190,-92
200.5,1499841667,-106
200.6,1499841816,-92
200.6,1499842441,-92
200.5,1499842939,-105
200.5,1499842939,-108
200.6,1499843066,-92
200.6,1499843691,-92
200.5,1499844210,-106
200.6,1499844316,-92
200.5,1499844846,-106
200.6,1499844940,-91
200.5,1499845481,-105
200.6,1499845565,-92
200.5,1499846116,-104
200.6,1499846189,-92
200.5,1499846751,-107
200.6,1499846814,-92
200.6,1499847438,-92
200.5,1499848022,-105
200.5,1499848022,-106
200.6,1499848063,-92
200.5,1499848657,-105
200.6,1499848687,-92
200.5,1499849291,-104
200.6,1499849311,-92
200.5,1499849926,-106
200.6,1499849935,-92
200.6,1499850559,-92
200.6,1499851183,-91
200.5,1499851196,-105
200.5,1499851196,-106
200.6,1499851807,-92
200.5,1499851831,-105
200.6,1499852431,-92
200.5,1499852466,-106
200.6,1499853055,-92
200.5,1499853100,-104
200.6,1499853679,-92
200.6,1499854302,-92
200.5,1499854369,-105
200.6,1499854926,-92
200.5,1499855004,-105
200.6,1499855550,-92
200.5,1499855639,-105
200.6,1499856173,-92
200.5,1499856273,-107
200.6,1499856797,-92
200.6,1499857420,-92
200.5,1499857542,-104
200.6,1499858043,-92
200.5,1499858176,-104
200.6,1499858667,-92
200.5,1499858811,-105
200.6,1499859290,-92
200.5,1499859445,-107
200.6,1499859913,-92
200.6,1499860536,-92
200.5,1499860713,-104
200.6,1499861160,-92
200.5,1499861347,-104
200.6,1499861783,-92
200.6,1499862406,-92
200.5,1499862615,-106
200.6,1499863029,-92
200.5,1499863249,-105
200.6,1499863652,-92
200.5,1499863883,-104
200.6,1499864275,-92
200.5,1499864516,-105
200.6,1499864898,-92
200.6,1499865521,-92
200.5,1499865784,-105
200.6,1499866144,-92
200.5,1499866418,-105
200.6,1499866767,-92
200.6,1499867390,-92
200.5,1499867685,-104
200.6,1499868013,-92
200.5,1499868319,-103
200.6,1499868636,-92
200.5,1499868952,-104
200.6,1499869259,-92
200.6,1499869882,-92
200.5,1499870221,-108
200.6,1499870506,-92
200.5,1499870855,-105
200.5,1499870855,-105
200.6,1499871129,-92
200.5,1499871490,-104
200.6,1499871752,-92
200.5,1499872125,-104
200.6,1499872376,-92
200.5,1499872760,-104
200.6,1499873000,-92
200.5,1499873395,-105
200.6,1499873624,-92
200.5,1499874031,-104
200.6,1499874248,-92
200.6,1499874872,-92
200.5,1499875303,-104
200.6,1499875497,-92
200.5,1499875940,-108
200.6,1499876122,-92
200.6,1499876747,-91
200.5,1499877215,-107
200.6,1499877372,-92
200.6,1499877998,-92
200.5,1499878489,-107
200.6,1499878623,-92
200.5,1499879126,-105
200.6,1499879248,-92
200.5,1499879762,-104
200.5,1499879763,-105
200.6,1499879874,-92
200.6,1499880499,-92
200.5,1499881036,-105
200.6,1499881124,-92
200.5,1499881672,-104
200.5,1499881672,-106
200.6,1499881750,-92
200.5,1499882309,-107
200.6,1499882375,-92
200.5,1499882945,-106
200.6,1499883001,-92
200.6,1499883627,-92
200.6,1499884253,-92
200.5,1499884858,-106
200.6,1499884879,-91
200.5,1499885496,-106
200.6,1499885505,-92
200.6,1499886132,-92
200.6,1499886758,-92
200.5,1499886771,-104
200.6,1499887385,-92
200.5,1499887409,-105
200.6,1499888011,-92
200.5,1499888047,-106
200.6,1499888637,-92
200.6,1499889263,-92
200.5,1499889320,-104
200.6,1499889888,-92
200.5,1499889956,-103
200.6,1499890513,-92
200.5,1499890592,-104
200.6,1499910532,-92
200.6,1499911129,-93
200.6,1499911727,-93
200.5,1499912064,-96
200.6,1499912324,-93
200.5,1499912677,-96
200.6,1499912922,-93
200.5,1499913290,-97
200.6,1499913519,-92
200.5,1499913902,-97
200.6,1499914117,-92
200.5,1499914515,-97
200.6,1499914714,-92
200.5,1499915127,-96
200.6,1499915311,-93
200.5,1499915740,-97
200.6,1499915908,-93
200.5,1499916353,-97
200.6,1499916506,-92
200.5,1499916966,-96
200.6,1499917103,-92
200.5,1499917578,-97
200.6,1499917700,-92
200.5,1499918191,-97
200.6,1499918297,-93
200.5,1499918803,-96
200.6,1499918893,-93
200.5,1499919415,-96
200.6,1499919490,-92
200.5,1499920027,-96
200.6,1499920087,-92
200.5,1499920639,-96
200.6,1499920684,-93
200.5,1499921251,-97
200.6,1499921280,-92
200.5,1499921863,-97
200.6,1499921876,-92
200.6,1499922472,-92
200.5,1499922474,-97
200.6,1499923068,-93
200.5,1499923086,-97
200.6,1499923664,-94
200.5,1499923697,-96
200.6,1499924259,-92
200.5,1499924309,-97
200.6,1499924855,-93
200.5,1499924920,-96
200.6,1499925451,-92
200.5,1499925532,-96
200.6,1499926046,-94
200.5,1499926143,-97
200.6,1499926642,-92
200.5,1499926754,-96
200.6,1499927237,-92
200.5,1499927365,-97
200.6,1499927833,-92
200.5,1499927976,-97
200.6,1499928428,-92
200.5,1499928587,-97
200.6,1499929023,-92
200.5,1499929198,-97
200.6,1499929618,-92
200.5,1499929809,-96
200.6,1499930214,-92
200.5,1499930419,-96
200.6,1499930809,-92
200.5,1499931030,-97
200.6,1499931404,-92
200.5,1499931641,-97
200.6,1499931998,-93
200.5,1499932251,-96
200.6,1499932593,-92
200.5,1499932861,-96
200.6,1499933188,-92
200.5,1499933472,-97
200.6,1499933783,-92
200.5,1499934082,-96
200.6,1499934378,-93
200.5,1499934692,-97
200.6,1499934972,-92
200.5,1499935302,-96
200.6,1499935567,-92
200.5,1499935912,-97
200.6,1499936162,-93
200.5,1499936522,-97
200.6,1499936756,-93
200.5,1499937132,-97
200.6,1499937350,-92
200.5,1499937742,-97
200.6,1499937944,-92
200.5,1499938352,-96
200.6,1499938538,-92
200.5,1499938961,-97
200.6,1499939132,-92
200.5,1499939571,-96
200.6,1499939726,-92
200.5,1499940180,-96
200.6,1499940320,-93
200.5,1499940789,-97
200.6,1499940914,-93
200.5,1499941398,-97
200.6,1499941508,-92
200.5,1499942007,-96
200.6,1499942101,-92
200.5,1499942616,-96
200.6,1499942695,-93
200.5,1499943225,-96
200.6,1499943289,-93
200.5,1499943834,-97
200.6,1499943882,-92
200.5,1499944443,-97
200.6,1499944476,-93
200.5,1499945052,-97
200.6,1499945069,-93
200.5,1499945660,-97
200.6,1499945663,-93
200.6,1499946256,-93
200.5,1499946269,-97
200.6,1499946850,-93
200.5,1499946878,-97
200.6,1499947443,-92
200.5,1499947487,-97
200.6,1499948037,-93
200.5,1499948096,-96
200.6,1499948630,-92
200.5,1499948705,-97
200.6,1499949224,-92
200.5,1499949314,-98
200.6,1499949817,-92
200.5,1499949923,-97
200.6,1499950411,-92
200.5,1499950532,-97
200.6,1499951004,-92
200.5,1499951141,-97
200.6,1499951598,-92
200.5,1499951751,-96
200.6,1499952192,-92
200.5,1499952360,-97
200.6,1499952786,-92
200.5,1499952970,-96
200.6,1499953380,-92
200.5,1499953579,-97
200.6,1499953973,-93
200.5,1499954189,-97
200.6,1499954567,-92
200.5,1499954799,-97
200.6,1499955161,-92
200.5,1499955409,-96
200.6,1499955756,-92
200.5,1499956019,-97
200.6,1499956350,-92
200.5,1499956630,-97
200.6,1499956944,-92
200.5,1499957240,-96
200.6,1499957539,-92
200.5,1499957851,-97
200.6,1499958133,-92
200.5,1499958462,-97
200.6,1499958728,-92
200.5,1499959074,-96
200.6,1499959323,-92
200.5,1499959685,-96
200.6,1499959918,-93
200.5,1499960297,-97
200.6,1499960513,-93
200.5,1499960908,-97
200.6,1499961108,-93
200.5,1499961520,-97
200.6,1499961704,-92
200.5,1499962132,-97
200.6,1499962300,-92
200.5,1499962745,-97
200.6,1499962896,-92
200.5,1499963357,-96
200.6,1499963492,-93
200.5,1499963970,-97
200.6,1499964088,-92
200.5,1499964582,-97
200.6,1499964685,-92
200.5,1499965195,-97
200.6,1499965282,-93
200.5,1499965808,-97
200.6,1499965879,-92
200.5,1499966421,-97
200.6,1499966477,-93
200.5,1499967035,-97
200.6,1499967074,-92
200.5,1499967649,-96
200.6,1499967672,-93
200.5,1499968262,-97
200.6,1499968271,-92
200.6,1499968869,-92
200.5,1499968876,-97
200.6,1499969468,-93
200.5,1499969490,-97
200.6,1499970067,-92
200.5,1499970104,-96
200.6,1499970666,-93
200.5,1499970718,-96
200.6,1499971265,-92
200.5,1499971332,-96
200.6,1499971865,-92
200.5,1499971947,-96
200.6,1499972464,-92
200.5,1499972561,-97
200.6,1499973064,-93
200.5,1499973175,-97
200.6,1499973664,-92
200.5,1499973790,-96
200.6,1499974263,-92
200.5,1499974404,-97
200.6,1499974863,-93
200.5,1499975019,-97
200.6,1499975463,-92
200.5,1499975633,-97
200.6,1499976062,-92
200.5,1499976248,-96
200.6,1499976662,-92
200.5,1499976862,-96
200.6,1499977262,-92
200.5,1499977477,-97
200.6,1499977863,-92
200.5,1499978092,-96
200.6,1499978464,-92
200.5,1499978708,-97
200.6,1499979064,-93
200.5,1499979323,-96
200.6,1499979665,-92
200.5,1499979938,-97
200.6,1499980267,-92
200.5,1499980554,-97
200.6,1499980868,-92
200.5,1499981169,-96
200.6,1499981469,-93
200.5,1499981785,-97
200.6,1499982070,-93
200.5,1499982401,-96
200.6,1499982671,-92
200.5,1499983016,-96
200.6,1499983273,-92
200.5,1499983633,-96
200.6,1499983874,-92
200.5,1499984249,-96
200.6,1499984476,-92
200.5,1499984865,-97
200.6,1499985077,-93
200.5,1499985481,-97
200.6,1499985679,-92
200.5,1499986098,-97
200.6,1499986280,-92
200.5,1499986714,-97
200.6,1499986882,-92
200.5,1499987331,-97
200.6,1499987483,-93
200.5,1499987947,-96
200.6,1499988085,-92
200.5,1499988564,-96
200.6,1499988686,-92
200.5,1499989181,-97
200.6,1499989288,-92
200.5,1499989797,-97
200.6,1499989889,-92
200.5,1499990414,-97
200.6,1499990491,-92
200.5,1499991031,-97
200.6,1499991092,-92
